"","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","age"
"ADR264","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0","0",1
"ADR265","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0","0",1
"ADR266","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0","0",1
"ADR267","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N","N",1
"ADR268","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N","N",1
"ADR269","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N","N",1
"ADR270","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0","0",1
"ADR271","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N","N",1
"ADR272","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0","0",1
"ADR273","0","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N",1
"ADR274","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N","N",1
"ADR399","0","0","0","0","0","0","0","0","0","0","0","0","N","E","E","B1",1
"ADR400","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N","N",1
"ADR401","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N","N",1
"ADR402","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0","0",1
"ADR403","0","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N",1
"ADR404","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0","0",1
"ADR405","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0","0",1
"ADR406","0","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N",1
"ADR407","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0","0",1
"ADR408","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N","0",1
"ADR409","0","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N",1
"ADR410","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0","0",1
"ADR411","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0","0",1
"ADR412","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0","0",1
"ADR413","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0","0",1
"ADR414","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0","0",1
"ADR415","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N","N",1
"ADR416","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N","N",1
"ADR417","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0","0",1
"ADR418","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0","0",1
"ADR419","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0","0",1
"ADR420","0","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N",1
"ADR421","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N","B1",1
"ADR422","0","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N",1
"ADR423","0","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N",1
"ADR424","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0","0",1
"ADR425","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0","0",1
"ADR475","0","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N",1
"ADR476","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N","N",1
"ADR477","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0","0",1
"ADR478","0","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N",1
"ADR479","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N","N",1
"ADR480","0","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N",1
"ADR481","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0","0",1
"ADR482","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0","0",1
"ADR483","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0","0",1
"ADR853","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N","0",1
"ADR916","0","0","0","0","0","0","0","0","0","0","0","N","E","E","E","N",1
"ADR984","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N","0",1
"ADS062","0","0","0","0","0","0","0","0","0","0","0","N","E","E","E","N",1
"ADS119","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N","N",1
"ADS214","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N","0",1
"ADS272","0","0","0","0","0","0","0","0","0","0","0","N","E","N","0","0",1
"ADS402","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N","0",1
"ADX017","0","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N",1
"ADX091","0","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N",1
"ADX200","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N","0",1
"ADX252","0","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N",1
"ADX269","0","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N",1
"ADX375","0","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N",1
"ADX586","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N","0",1
"ADX588","0","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N",1
"ADX653","0","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N",1
"ADX682","0","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N",1
"ADX687","0","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N",1
"ADZ021","0","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N",1
"ADZ059","0","0","0","0","0","0","0","0","0","0","0","0","N","E","E","N",1
"ADZ081","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ082","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ083","0","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N",1
"ADZ084","0","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N",1
"ADZ085","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ086","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ087","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ088","0","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N",1
"ADZ089","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ090","0","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N",1
"ADZ091","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ092","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ093","0","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N",1
"ADZ094","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ095","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ096","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ097","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ098","0","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N",1
"ADZ099","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ100","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ101","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ102","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ103","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ104","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ105","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ106","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ107","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ108","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ109","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ110","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ111","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ112","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ113","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ114","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ115","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ116","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ117","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ118","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ119","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ120","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ121","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ122","0","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N",1
"ADZ123","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ124","0","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N",1
"ADZ125","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ126","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ127","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ128","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ129","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ130","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ131","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ132","0","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N",1
"ADZ133","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ134","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ135","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ136","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ137","0","0","0","0","0","0","0","0","0","0","0","0","0","N","E","N",1
"ADZ138","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ139","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ140","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ141","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ142","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ143","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ144","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ145","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ146","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ147","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ148","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0","0",1
"ADZ149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ155","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ158","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ163","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ165","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ167","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ170","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ171","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ192","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ193","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ195","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"ADZ197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"AEB000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"AEB001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"AEB002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"AEB003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"AEB004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"AEB005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"AEB006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"AEB007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"AEB009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"AEB010","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"AEB011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"AEB012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"AEB013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"AEB014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"AEB017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"AEB023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"AEB024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"AEB025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"AEB026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
"AEB028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N","0",1
